1.3 0:1.3 1:37.7 2:37.375 3:2639533 4:91600
1.3 0:1.3 1:37.44 2:36.4 3:3211868 4:113700
1.3 0:1.3 1:37.36199999999999 2:36.777 3:2679342 4:94100
1.3 0:1.3 1:38.35 2:37.18 3:8451573 4:289500
1.3 0:1.3 1:38.753 2:37.895 3:10293505 4:349000
1.3 0:1.3 1:39.767 2:38.324 3:24578506 4:816900
1.3 0:1.3 1:39.52 2:37.674 3:112395662 4:3846500
1.3 0:1.3 1:38.896 2:37.83 3:32028824 4:1082300
1.3 0:1.3 1:40.04 2:38.74 3:35647731 4:1169100
1.3 0:1.3 1:40.3 2:39.52 3:27660292 4:898300
1.3 0:1.3 1:40.534 2:39.39 3:48544113 4:1585500
1.3 0:1.3 1:41.6 2:39.494 3:51021753 4:1657300
1.3 0:1.3 1:41.36600000000001 2:40.17 3:37348358 4:1188400
1.3 0:1.3 1:41.457 2:40.3 3:27874973 4:891000
1.3 0:1.3 1:41.34 2:40.43 3:29795206 4:947400
1.3 0:1.3 1:41.951 2:40.97600000000001 3:51529439 4:1614000
1.3 0:1.3 1:43.16 2:42.01600000000001 3:58171129 4:1772800
1.3 0:1.3 1:43.16 2:42.224 3:48297277 4:1468400
1.3 0:1.3 1:42.354 2:41.444 3:166138240 4:5175800
1.3 0:1.3 1:41.925 2:40.859 3:81515812 4:2568100
1.3 0:1.3 1:41.86 2:41.08 3:45748391 4:1435600
1.3 0:1.3 1:41.73 2:40.95 3:26934808 4:848200
1.3 0:1.3 1:41.405 2:40.794 3:26814166 4:850848
1.3 0:1.3 1:41.56100000000001 2:40.781 3:23896642 4:756121
1.3 0:1.3 1:41.587 2:40.794 3:24555458 4:777393
1.3 0:1.3 1:41.99 2:40.95 3:37191514 4:1163710
1.3 0:1.3 1:41.639 2:40.443 3:25069350 4:793577
1.3 0:1.3 1:40.625 2:39.923 3:54001552 4:1746847
1.3 0:1.3 1:40.95 2:40.43 3:35031828 4:1121219
1.3 0:1.3 1:40.82 2:40.144 3:24189498 4:776599
1.3 0:1.3 1:40.43 2:40.053 3:16847147 4:545092
1.3 0:1.3 1:41.34 2:40.456 3:46232610 4:1466786
1.3 0:1.3 1:41.08 2:40.43 3:22022736 4:704279
1.3 0:1.3 1:40.69 2:40.105 3:25120739 4:811009
1.3 0:1.3 1:40.352 2:40.014 3:28033736 4:906600
1.3 0:1.3 1:40.404 2:39.975 3:18202841 4:589589
1.3 0:1.3 1:40.755 2:40.17 3:11423662 4:367267
1.3 0:1.3 1:40.365 2:40.014 3:13302366 4:430573
1.3 0:1.3 1:40.365 2:40.053 3:26195422 4:848099
1.3 0:1.3 1:40.43 2:40.144 3:16886971 4:545243
1.3 0:1.3 1:40.287 2:39.39 3:51153766 4:1672804
1.3 0:1.3 1:39.689 2:39.221 3:29313939 4:968793
1.3 0:1.3 1:39.52 2:39.01300000000001 3:57811700 4:1914417
1.3 0:1.3 1:40.17 2:39.26 3:26667410 4:874307
1.3 0:1.3 1:41.145 2:39.572 3:69301927 4:2222412
1.3 0:1.3 1:41.56100000000001 2:40.3 3:39247569 4:1242593
1.3 0:1.3 1:40.95 2:40.664 3:18658349 4:594434
1.3 0:1.3 1:41.34 2:40.17 3:21604675 4:693218
1.3 0:1.3 1:40.69 2:40.04 3:22500499 4:726252
1.3 0:1.3 1:40.56 2:40.066 3:17209901 4:555860
1.3 0:1.3 1:40.3 2:39.65 3:28970468 4:941711
1.3 0:1.3 1:40.3 2:39.741 3:35339162 4:1151645
1.3 0:1.3 1:40.898 2:39.65 3:40617043 4:1309950
1.3 0:1.3 1:41.158 2:40.157 3:53083770 4:1705560
1.3 0:1.3 1:41.886 2:40.82 3:49742512 4:1560575
1.3 0:1.3 1:41.457 2:40.95 3:21877288 4:690491
